id	abstract_input_ids	abstract_token_type_ids	abstract_attention_mask
B00I32AN4K	[101, 2743, 17389, 2008, 2017, 2097, 2991, 1999, 2293, 2007, 2115, 2606, 2035, 2058, 2153, 1012, 2053, 3043, 2065, 2115, 2606, 2003, 4318, 1010, 5591, 1010, 2030, 3432, 11158, 14098, 1010, 2256, 12098, 3567, 16739, 6632, 26018, 3436, 12098, 5289, 3514, 2606, 7308, 2097, 2147, 16278, 1012, 1999, 2074, 2274, 2781, 1010, 2023, 20783, 3949, 2097, 2128, 9103, 8159, 3686, 1998, 7065, 18400, 4697, 2115, 2606, 1010, 2975, 2009, 3730, 1010, 18848, 1010, 12538, 1010, 1998, 6082, 2000, 6133, 1012, 2054, 4520, 2256, 2606, 7308, 4237, 2003, 2049, 3754, 2000, 6171, 4650, 1010, 26018, 2618, 1010, 1998, 11052, 9496, 102]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
B00I6R90Q4	[101, 2024, 2017, 4810, 2000, 4374, 2019, 14531, 1997, 19394, 2015, 1029, 6162, 2606, 1998, 3096, 2008, 2017, 2064, 5621, 2202, 6620, 1999, 1010, 1999, 2074, 1021, 2420, 2030, 2625, 999, 6603, 2339, 3071, 2003, 20386, 2055, 6396, 23296, 5004, 12098, 5289, 3514, 1029, 3499, 2149, 2000, 4372, 7138, 2368, 2017, 999, 2256, 12098, 5289, 3514, 2025, 2069, 3730, 6132, 1998, 26018, 4570, 2115, 2606, 1010, 2021, 2036, 13585, 3267, 1005, 1055, 2087, 16834, 11052, 9496, 6290, 2007, 19101, 12737, 2000, 2681, 2115, 2606, 1998, 3096, 20868, 6072, 2923, 17296, 5744, 1012, 2009, 1005, 1055, 2053, 4474, 2008, 12330, 102]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
B00I87ISH4	[101, 1041, 2100, 1011, 2067, 11302, 1012, 3325, 1996, 6666, 1997, 1037, 12403, 3949, 2302, 1996, 2002, 6199, 2100, 3976, 6415, 1012, 2256, 13268, 7308, 2003, 1037, 2208, 1011, 2689, 2099, 1010, 3228, 2017, 22446, 1998, 3376, 3096, 1012, 2024, 2017, 5458, 1997, 2115, 3096, 1005, 1055, 3311, 1998, 15752, 2005, 1037, 2689, 1029, 2123, 1005, 1056, 5949, 2115, 2051, 1010, 2769, 1010, 1998, 2943, 2006, 3688, 2008, 2123, 1005, 1056, 8116, 2613, 3463, 1012, 2612, 1010, 5454, 2256, 2035, 1011, 3019, 6108, 2850, 3870, 13268, 7308, 1012, 2009, 2003, 7218, 2005, 2035, 3096, 4127, 1998, 2097, 3288, 2115, 102]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
B00IBS9QC6	[101, 1996, 2757, 2712, 8494, 7308, 3253, 2182, 2950, 2382, 13441, 2008, 2064, 2197, 2005, 1037, 8487, 1997, 1017, 2000, 1018, 2706, 1012, 2169, 3949, 18058, 1996, 2168, 12760, 1998, 3463, 2004, 1037, 1002, 6036, 13268, 2012, 1037, 20783, 4315, 18900, 6779, 12403, 1012, 2023, 7308, 2003, 19275, 2478, 2069, 5760, 2757, 2712, 8494, 1010, 2029, 21979, 1996, 3284, 6693, 1997, 13246, 4072, 2005, 10910, 1037, 23751, 28838, 1012, 2580, 2011, 8519, 1999, 1996, 2757, 2712, 1010, 2009, 3397, 1996, 4840, 4355, 1998, 2087, 16834, 2757, 2712, 8494, 2800, 1012, 2011, 2478, 2023, 7308, 1010, 2017, 2064, 6464, 11737, 102]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
B00ID8H4OG	[101, 10449, 7065, 7811, 17490, 3089, 20523, 1010, 1037, 3074, 1997, 2606, 5906, 2011, 7065, 7811, 2008, 8704, 2000, 18478, 4053, 1998, 11598, 1996, 3311, 1997, 2606, 1010, 2975, 2009, 11516, 13288, 1998, 7965, 1012, 2122, 5906, 17445, 1996, 2373, 1997, 3267, 1005, 1055, 10418, 20631, 1010, 2164, 22993, 13807, 1010, 6097, 8447, 10092, 1010, 1998, 12098, 5289, 1010, 8228, 2005, 2037, 2053, 9496, 12227, 5144, 1012, 1996, 11599, 3707, 21979, 2019, 8052, 9140, 1997, 2838, 1010, 2107, 2004, 2382, 3684, 10906, 1010, 2019, 2006, 1013, 2125, 6942, 1010, 1998, 1037, 2038, 25016, 1011, 2489, 25430, 3512, 2140, 11601, 102]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
B00IDWP4IA	[101, 3325, 1996, 6429, 6666, 1997, 16021, 20496, 27431, 2140, 17663, 1039, 20194, 1011, 1037, 3143, 5576, 2005, 3096, 2128, 9103, 8159, 3370, 999, 2256, 17663, 1039, 1006, 2322, 1003, 1007, 1009, 1041, 1009, 10768, 6820, 10415, 1009, 1044, 21095, 21017, 2594, 5648, 20194, 2003, 1996, 2087, 3935, 1998, 6020, 17663, 1039, 20194, 2800, 2006, 1996, 3006, 1012, 2182, 1005, 1055, 2339, 1024, 1011, 4895, 18900, 7690, 3424, 11636, 8524, 3372, 6666, 2008, 4047, 1998, 2053, 9496, 4095, 2115, 3096, 1012, 1011, 2169, 21774, 2573, 2362, 19962, 2121, 24063, 15004, 2000, 11598, 2037, 3265, 6666, 1012, 1011, 3640, 2784, 102]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
B00IFVHJE6	[101, 2043, 2017, 1005, 2128, 1999, 2342, 1997, 1037, 26018, 3436, 5053, 12992, 1010, 28319, 12403, 2003, 2182, 2005, 2017, 1012, 2256, 3688, 2024, 2881, 2000, 4337, 1996, 12520, 3896, 2008, 1037, 7887, 4198, 1010, 6911, 3993, 2166, 2064, 2031, 2006, 2115, 3096, 1012, 2202, 1037, 2617, 2000, 3188, 25090, 4371, 2969, 1011, 2293, 1998, 27427, 5313, 3351, 1999, 1037, 16684, 1010, 19613, 1010, 1998, 4372, 2121, 28660, 3325, 2013, 2132, 2000, 11756, 1012, 2256, 12403, 1011, 3737, 3688, 2024, 2025, 2069, 20783, 2021, 2036, 15184, 1010, 3794, 3424, 1011, 12520, 3884, 13246, 1998, 23958, 20900, 24980, 2015, 1012, 102]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
B00IFVHJCI	[101, 2043, 2017, 1005, 2128, 1999, 2342, 1997, 1037, 26018, 3436, 5053, 12992, 1010, 28319, 12403, 2003, 2182, 2000, 2393, 1012, 2256, 3688, 2024, 2881, 2000, 4337, 1996, 12520, 3896, 2008, 1037, 7887, 4198, 1010, 6911, 1011, 3561, 2166, 2064, 2031, 2006, 2115, 3096, 1012, 2202, 1037, 2617, 2005, 4426, 1998, 27427, 5313, 3351, 1999, 2070, 2172, 1011, 2734, 2969, 1011, 2293, 1012, 2256, 12403, 1011, 3737, 3688, 2097, 28384, 1010, 9483, 1010, 1998, 4372, 2121, 5856, 4371, 2017, 2013, 2132, 2000, 11756, 1012, 1998, 1996, 2190, 2112, 1029, 2017, 2064, 5959, 1996, 20783, 3325, 8056, 1011, 2489, 1010, 102]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
B00IFVHJBO	[101, 2043, 2017, 1005, 2128, 1999, 2342, 1997, 1037, 26018, 3436, 5053, 12992, 1010, 28319, 12403, 2003, 2182, 2000, 2393, 1012, 2256, 3688, 2024, 2881, 2000, 4337, 1996, 12520, 3896, 2008, 1037, 7887, 4198, 1010, 6911, 1011, 3561, 2166, 2064, 2031, 2006, 2115, 3096, 1012, 2202, 1037, 2617, 2005, 4426, 1998, 27427, 5313, 3351, 1999, 2070, 2172, 1011, 2734, 2969, 1011, 2293, 1012, 2256, 12403, 1011, 3737, 3688, 2097, 28384, 1010, 9483, 1010, 1998, 4372, 2121, 5856, 4371, 2017, 2013, 2132, 2000, 11756, 1012, 1998, 1996, 2190, 2112, 1029, 2017, 2064, 5959, 1996, 20783, 3325, 8056, 1011, 2489, 1010, 102]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
B00IFVHJDM	[101, 2043, 2017, 1005, 2128, 1999, 2342, 1997, 1037, 26018, 3436, 5053, 12992, 1010, 28319, 12403, 2003, 2182, 2005, 2017, 1012, 2256, 3688, 2024, 2881, 2000, 4337, 1996, 12520, 3896, 2008, 1037, 7887, 4198, 1010, 6911, 1011, 3561, 2166, 2064, 2031, 2006, 2115, 3096, 1012, 2202, 1037, 2617, 2005, 4426, 1998, 27427, 5313, 3351, 1999, 2070, 2172, 1011, 2734, 2969, 1011, 2293, 1012, 2256, 12403, 1011, 3737, 3688, 2097, 28384, 1010, 9483, 1010, 1998, 4372, 2121, 5856, 4371, 2017, 2013, 2132, 2000, 11756, 1012, 1998, 1996, 2190, 2112, 1029, 2017, 2064, 5959, 1996, 9542, 2302, 2151, 8056, 1010, 2004, 102]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
B00IG9L8QM	[101, 1996, 1044, 21095, 21017, 2594, 5648, 6949, 2003, 1037, 11052, 9496, 6290, 2008, 2003, 5362, 19788, 2000, 3073, 1037, 3819, 5703, 2005, 2115, 3096, 1012, 2009, 3397, 3928, 16012, 16505, 12760, 2008, 2147, 2362, 2000, 28384, 1010, 2053, 9496, 4095, 1010, 1998, 16360, 7770, 4509, 2115, 3096, 1005, 1055, 14098, 3798, 1012, 2028, 1997, 1996, 3145, 12760, 1010, 1044, 21095, 21017, 2594, 5648, 1010, 9005, 2019, 15502, 4044, 2005, 1996, 2537, 1997, 2047, 3096, 4442, 1012, 2009, 2036, 3248, 1037, 10232, 2535, 1999, 4363, 2115, 14095, 26018, 3064, 1010, 11320, 23736, 12921, 1010, 1998, 12285, 7919, 1012, 2178, 102]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
B00IIB82FS	[101, 2559, 2005, 1037, 5576, 2000, 5458, 2159, 1998, 5751, 1997, 12520, 1029, 2298, 2053, 2582, 2084, 9004, 19496, 2050, 3096, 16302, 7065, 18400, 4697, 3239, 20194, 1012, 2023, 6208, 20194, 10455, 3674, 3314, 1010, 2164, 5458, 2159, 1010, 2601, 7925, 1010, 23893, 9961, 1010, 1998, 23277, 28562, 1012, 2009, 26731, 2015, 1998, 7065, 18400, 10057, 1996, 10059, 3096, 2105, 1996, 2159, 1010, 8110, 1999, 2986, 3210, 1998, 23277, 28562, 1012, 5678, 1010, 2009, 4490, 2004, 1037, 11052, 9496, 6290, 1010, 4283, 2000, 1996, 10502, 1997, 2712, 17710, 14277, 1998, 1044, 21095, 21017, 2594, 5648, 1012, 4406, 6623, 3239, 102]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
B00IIBB7A0	[101, 10449, 1996, 6208, 3424, 1011, 12520, 5576, 1024, 26944, 1996, 2373, 1997, 1044, 21095, 21017, 2594, 5648, 2000, 4337, 23277, 28562, 1998, 2128, 9103, 8159, 3686, 2115, 3096, 4824, 1996, 6666, 1997, 1044, 21095, 21017, 2594, 5648, 1024, 2004, 2057, 2287, 1010, 2256, 3096, 12386, 14098, 1010, 4525, 1999, 10548, 21274, 3012, 1998, 1996, 3311, 1997, 12520, 5751, 1012, 1044, 21095, 21017, 2594, 5648, 14882, 1037, 9487, 3754, 2000, 9279, 14098, 1010, 6464, 4337, 2075, 2122, 3314, 1012, 2011, 22391, 2784, 2046, 1996, 3096, 1010, 2009, 2053, 9496, 4095, 2229, 1998, 24840, 2049, 3452, 2740, 1012, 3325, 1996, 102]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
